run_id,date,time,model,task_name,task_param,task_attempt,result_valid_flag,name,doi,clean_name,id_author_oa,id_publication_oa,id_publication_aps,domain_name_list,field_name_list,subfield_name_list,fact_doi_author_field
l31_8_per_1209_08,2024-12-09,08:00,llama-3.1-8b,field,PER,1,valid,Robert J. Beichner,10.1103/PhysRevSTPER.3.020101,robert j beichner,5043583890.0,1966672298.0,549236.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.10.020102,robert h romine,,2026826515.0,549037.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.12.020102,david r sokoloff,5020258144.0,,,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.11.020102,patricia heller,5111367070.0,2461763254.0,549003.0,,,,
l31_8_per_1209_16,2024-12-09,16:00,llama-3.1-8b,field,PER,1,valid,David M. Enderle,10.1103/PhysRevSTPER.9.020102,david m enderle,,2043259682.0,549153.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.10.020101,lillian c mcdermott,5056758114.0,2093761144.0,549007.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.7.020101,catherine h crouch,5035145022.0,2077396157.0,548914.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.6.020101,robert h romine,,2034278761.0,549124.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.5.020101,david r sokoloff,5020258144.0,1995788482.0,549221.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.4.020101,patricia heller,5111367070.0,2031503557.0,549271.0,,,,
l31_8_per_1210_00,2024-12-10,00:00,llama-3.1-8b,field,PER,1,valid,Robert J. Beichner,10.1103/PhysRevSTPER.3.020101,robert j beichner,5043583890.0,1966672298.0,549236.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.10.020101,david e meltzer,5020889523.0,2093761144.0,549007.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.6.020101,lillian c mcdermott,5056758114.0,2034278761.0,549124.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.9.020101,michael c wittmann,5087073735.0,2033130007.0,549160.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.7.020101,n sanjay rebello,5022476577.0,2077396157.0,548914.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,David H. McIntyre,10.1103/PhysRevSTPER.10.020102,david h mcintyre,5110087617.0,2026826515.0,549037.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Kathryn A. Perkins,10.1103/PhysRevSTPER.9.020102,kathryn a perkins,5030202163.0,2043259682.0,549153.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Robert E. Kraemer,10.1103/PhysRevSTPER.6.020102,robert e kraemer,5114007540.0,1965722103.0,549129.0,,,,
l31_8_per_1210_16,2024-12-10,16:00,llama-3.1-8b,field,PER,1,valid,Sandra K. Abeyratne,10.1103/PhysRevSTPER.7.020102,sandra k abeyratne,,2034897421.0,548915.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.10.020101,lillian c mcdermott,5056758114.0,2093761144.0,549007.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.7.020101,catherine h crouch,5035145022.0,2077396157.0,548914.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.6.020101,robert h romine,,2034278761.0,549124.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.5.020101,david r sokoloff,5020258144.0,1995788482.0,549221.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.4.020101,patricia heller,5111367070.0,2031503557.0,549271.0,,,,
l31_8_per_1211_08,2024-12-11,08:00,llama-3.1-8b,field,PER,1,valid,Robert J. Beichner,10.1103/PhysRevSTPER.3.020101,robert j beichner,5043583890.0,1966672298.0,549236.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.10.020101,lillian c mcdermott,5056758114.0,2093761144.0,549007.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.7.020101,catherine h crouch,5035145022.0,2077396157.0,548914.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.6.020101,robert h romine,,2034278761.0,549124.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.5.020101,david r sokoloff,5020258144.0,1995788482.0,549221.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.4.020101,patricia heller,5111367070.0,2031503557.0,549271.0,,,,
l31_8_per_1211_16,2024-12-11,16:00,llama-3.1-8b,field,PER,1,valid,Robert J. Beichner,10.1103/PhysRevSTPER.3.020101,robert j beichner,5043583890.0,1966672298.0,549236.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.10.020101,david e meltzer,5020889523.0,2093761144.0,549007.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.6.020101,lillian c mcdermott,5056758114.0,2034278761.0,549124.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.9.020101,michael c wittmann,5087073735.0,2033130007.0,549160.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.7.020101,n sanjay rebello,5022476577.0,2077396157.0,548914.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,David H. McIntyre,10.1103/PhysRevSTPER.10.020102,david h mcintyre,5110087617.0,2026826515.0,549037.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Kathryn A. Perkins,10.1103/PhysRevSTPER.9.020102,kathryn a perkins,5030202163.0,2043259682.0,549153.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Robert E. Kraemer,10.1103/PhysRevSTPER.6.020102,robert e kraemer,5114007540.0,1965722103.0,549129.0,,,,
l31_8_per_1212_00,2024-12-12,00:00,llama-3.1-8b,field,PER,1,valid,Sandra K. Abeyratne,10.1103/PhysRevSTPER.7.020102,sandra k abeyratne,,2034897421.0,548915.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.10.020101,david e meltzer,5020889523.0,2093761144.0,549007.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.6.020101,lillian c mcdermott,5056758114.0,2034278761.0,549124.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.8.020101,edward f redish,5010861613.0,2054111588.0,549088.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.9.020101,michael c wittmann,5087073735.0,2033130007.0,549160.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.7.020101,n sanjay rebello,5022476577.0,2077396157.0,548914.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,David H. McIntyre,10.1103/PhysRevSTPER.10.020102,david h mcintyre,5110087617.0,2026826515.0,549037.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Kathryn A. Perkins,10.1103/PhysRevSTPER.9.020102,kathryn a perkins,5030202163.0,2043259682.0,549153.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Robert E. Kraemer,10.1103/PhysRevSTPER.6.020102,robert e kraemer,5114007540.0,1965722103.0,549129.0,,,,
l31_8_per_1212_08,2024-12-12,08:00,llama-3.1-8b,field,PER,1,valid,Sandra K. Abeyratne,10.1103/PhysRevSTPER.7.020102,sandra k abeyratne,,2034897421.0,548915.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.10.020102,robert h romine,,2026826515.0,549037.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.12.020102,david r sokoloff,5020258144.0,,,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.11.020102,patricia heller,5111367070.0,2461763254.0,549003.0,,,,
l31_8_per_1213_16,2024-12-13,16:00,llama-3.1-8b,field,PER,1,valid,David M. Enderle,10.1103/PhysRevSTPER.9.020102,david m enderle,,2043259682.0,549153.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.10.020102,robert h romine,,2026826515.0,549037.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.12.020102,david r sokoloff,5020258144.0,,,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.11.020102,patricia heller,5111367070.0,2461763254.0,549003.0,,,,
l31_8_per_1214_00,2024-12-14,00:00,llama-3.1-8b,field,PER,1,valid,David M. Enderle,10.1103/PhysRevSTPER.9.020102,david m enderle,,2043259682.0,549153.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.10.020102,robert h romine,,2026826515.0,549037.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.12.020102,david r sokoloff,5020258144.0,,,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.11.020102,patricia heller,5111367070.0,2461763254.0,549003.0,,,,
l31_8_per_1214_08,2024-12-14,08:00,llama-3.1-8b,field,PER,1,valid,David M. Enderle,10.1103/PhysRevSTPER.9.020102,david m enderle,,2043259682.0,549153.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Catherine H. Crouch,10.1103/PhysRevSTPER.8.020102,catherine h crouch,5035145022.0,2053559503.0,549102.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Robert H. Romine,10.1103/PhysRevSTPER.10.020102,robert h romine,,2026826515.0,549037.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,David R. Sokoloff,10.1103/PhysRevSTPER.12.020102,david r sokoloff,5020258144.0,,,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,Patricia Heller,10.1103/PhysRevSTPER.11.020102,patricia heller,5111367070.0,2461763254.0,549003.0,,,,
l31_8_per_1214_16,2024-12-14,16:00,llama-3.1-8b,field,PER,1,valid,David M. Enderle,10.1103/PhysRevSTPER.9.020102,david m enderle,,2043259682.0,549153.0,,,,
l31_8_per_1215_00,2024-12-15,00:00,llama-3.1-8b,field,PER,1,valid,David E. Meltzer,10.1103/PhysRevSTPER.12.020101,david e meltzer,5020889523.0,,,,,,
l31_8_per_1215_00,2024-12-15,00:00,llama-3.1-8b,field,PER,1,valid,Lillian C. McDermott,10.1103/PhysRevSTPER.8.020101,lillian c mcdermott,5056758114.0,2054111588.0,549088.0,,,,
l31_8_per_1215_00,2024-12-15,00:00,llama-3.1-8b,field,PER,1,valid,Edward F. Redish,10.1103/PhysRevSTPER.10.020101,edward f redish,5010861613.0,2093761144.0,549007.0,,,,
l31_8_per_1215_00,2024-12-15,00:00,llama-3.1-8b,field,PER,1,valid,Michael C. Wittmann,10.1103/PhysRevSTPER.11.020101,michael c wittmann,5087073735.0,1913069097.0,548999.0,,,,
l31_8_per_1215_00,2024-12-15,00:00,llama-3.1-8b,field,PER,1,valid,N. Sanjay Rebello,10.1103/PhysRevSTPER.9.020101,n sanjay rebello,5022476577.0,2033130007.0,549160.0,,,,
